Brand,Item,Price,Category,Calories,Protein,Fat,Carbs,City,State,Month,Rating,Calories_per_rupees,Protein_per_rupees,Health_score
McDonalds,Mcsaver American Cheese Supreme - Chicken Meal,244.0,Chicken,535,19,20,76,Bhopal,Madhya Pradesh,February,3.7,2.192622950819672,0.0778688524590164,-58
McDonalds,Mcspicy Paneer Burger,159.0,Burger,637,22,9,72,Chennai,Tamil Nadu,June,4.7,4.0062893081761,0.13836477987421383,-37
KFC,4 Pc Hot Chicken Wings,150.0,Chicken,504,20,9,76,Noida,Uttar Pradesh,December,4.4,3.36,0.13333333333333333,-45
Burger King,Chicken Keema Wrap,79.0,Chicken,314,5,24,35,Noida,Uttar Pradesh,January,4.4,3.9746835443037973,0.06329113924050633,-49
McDonalds,Mcchicken Meal Regular,207.0,Other,476,23,14,41,Mumbai,Maharashtra,April,3.6,2.2995169082125604,0.1111111111111111,-9
Burger King,Double Delight For Mango Lovers.,149.0,Other,216,29,36,62,Chennai,Tamil Nadu,May,4.8,1.4496644295302012,0.19463087248322147,-40
KFC,Kfc Favorites,399.0,Other,316,8,35,42,Noida,Uttar Pradesh,November,3.9,0.7919799498746867,0.020050125313283207,-61
McDonalds,Mcsaver Big Spicy Chicken Wrap Meal,310.0,Chicken,288,9,35,45,Hyderabad,Telangana,May,4.4,0.9290322580645162,0.02903225806451613,-62
McDonalds,2 American Cheese Supreme Veg + 2 Veg Pizza Mcpuff + 2 Fries Large + Coke Medium,550.0,Fries,652,14,16,66,Indore,Madhya Pradesh,March,3.6,1.1854545454545455,0.025454545454545455,-54
KFC,Chizza,279.0,Other,285,15,31,51,Bhopal,Madhya Pradesh,May,3.6,1.021505376344086,0.053763440860215055,-52
KFC,Large Popcorn With Medium Fries,299.0,Fries,694,29,31,62,Chennai,Tamil Nadu,December,4.0,2.321070234113712,0.09698996655518395,-35
McDonalds,Masala Wedges Medium,92.0,Other,530,25,35,47,Chennai,Tamil Nadu,July,4.1,5.760869565217392,0.2717391304347826,-32
Burger King,Mutton Double Whopper,329.0,Burger,373,34,12,21,Jaipur,Rajasthan,August,4.1,1.1337386018237081,0.1033434650455927,35
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,240,9,28,47,Jaipur,Rajasthan,January,4.1,1.2244897959183674,0.04591836734693878,-57
McDonalds,Veg Maharaja Mac Meal Large,323.0,Other,487,25,7,28,Hyderabad,Telangana,April,4.7,1.5077399380804954,0.07739938080495357,15
McDonalds,Sharing Pack 2 Mcchicken,407.0,Other,380,13,6,21,Gurgaon,Haryana,September,4.7,0.9336609336609336,0.03194103194103194,-1
KFC,Chizza,279.0,Other,609,22,14,48,Pune,Maharashtra,August,4.0,2.182795698924731,0.07885304659498207,-18
McDonalds,Veg Maharaja Mac,184.0,Other,542,11,30,35,Lucknow,Uttar Pradesh,October,4.1,2.9456521739130435,0.059782608695652176,-43
McDonalds,Mcchicken Meal Regular,207.0,Other,504,17,20,23,Lucknow,Uttar Pradesh,May,3.8,2.4347826086956523,0.0821256038647343,-9
KFC,6 Pc Chicken Boneless Strips,215.0,Chicken,332,26,10,62,Chandigarh,Punjab,January,3.6,1.544186046511628,0.12093023255813953,-20
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,549,12,28,27,Mumbai,Maharashtra,November,4.3,2.8010204081632653,0.061224489795918366,-31
McDonalds,Salad Wrap Meal Large,259.0,Other,443,6,20,58,Pune,Maharashtra,April,3.6,1.7104247104247103,0.023166023166023165,-66
McDonalds,Piri Piri Spice Mix,22.0,Other,439,13,7,60,Noida,Uttar Pradesh,March,4.5,19.954545454545453,0.5909090909090909,-41
KFC,Pepsi Pet,60.0,Other,387,27,26,66,Pune,Maharashtra,December,4.7,6.45,0.45,-38
McDonalds,Thums Up Regular,71.0,Other,427,24,9,72,Delhi,Delhi,February,3.6,6.014084507042254,0.3380281690140845,-33
McDonalds,Coke Float,44.0,Beverage,371,31,20,63,Ahmedabad,Gujarat,July,4.4,8.431818181818182,0.7045454545454546,-21
McDonalds,Mcspicy Paneer Meal Large,289.0,Other,538,12,32,60,Mumbai,Maharashtra,May,3.5,1.8615916955017302,0.04152249134948097,-68
McDonalds,Chicken Mcwings - 8 Pcs,246.0,Chicken,548,9,13,53,Lucknow,Uttar Pradesh,May,4.5,2.227642276422764,0.036585365853658534,-48
McDonalds,Big Spicy Paneer Wrap Meal Regular,279.0,Other,265,17,20,62,Chennai,Tamil Nadu,September,3.6,0.9498207885304659,0.06093189964157706,-48
McDonalds,Fries Large,108.0,Fries,439,35,23,41,Hyderabad,Telangana,December,4.3,4.064814814814815,0.32407407407407407,6
Burger King,Chicken Feast Combo For 3,615.0,Chicken,485,31,7,73,Indore,Madhya Pradesh,June,3.6,0.7886178861788617,0.05040650406504065,-18
McDonalds,Chicken Mcnuggets Piri Piri 9 Pcs Meal Large,330.0,Chicken,700,22,5,69,Chandigarh,Punjab,April,4.0,2.121212121212121,0.06666666666666667,-30
KFC,Stay Home Bucket,749.0,Other,473,11,9,37,Jaipur,Rajasthan,November,4.6,0.6315086782376502,0.014686248331108143,-24
McDonalds,Coke Regular,71.0,Beverage,422,20,40,72,Indore,Madhya Pradesh,January,3.9,5.943661971830986,0.28169014084507044,-72
McDonalds,Strawberry Shake,138.0,Other,560,9,14,77,Jaipur,Rajasthan,September,4.6,4.057971014492754,0.06521739130434782,-73
McDonalds,Masala Wedges Medium Happy Meal,175.0,Other,448,30,8,49,Bangalore,Karnataka,May,3.7,2.56,0.17142857142857143,3
McDonalds,Chicken Mcnuggets 6 Pcs Meal Medium,257.0,Chicken,494,24,29,38,Lucknow,Uttar Pradesh,August,4.0,1.9221789883268483,0.0933852140077821,-19
McDonalds,Mcaloo Tikki Meal Medium,162.0,Other,375,16,14,64,Mumbai,Maharashtra,March,4.4,2.314814814814815,0.09876543209876543,-46
Burger King,Veg Double Whopper,199.0,Burger,465,6,35,63,Ahmedabad,Gujarat,August,4.6,2.336683417085427,0.03015075376884422,-86
McDonalds,Mcsaver Big Spicy Paneer Wrap Meal,299.0,Other,562,9,24,57,Pune,Maharashtra,February,4.1,1.879598662207358,0.030100334448160536,-63
McDonalds,Chicken Mcnuggets - 9 Pcs,171.0,Chicken,525,34,7,49,Chandigarh,Punjab,November,3.5,3.0701754385964914,0.19883040935672514,12
KFC,Big 12,699.0,Other,309,23,14,41,Kolkata,West Bengal,December,4.2,0.44206008583690987,0.032904148783977114,-9
KFC,Kfc Favorites,399.0,Other,404,13,13,51,Delhi,Delhi,December,4.0,1.012531328320802,0.03258145363408521,-38
KFC,Classic Chicken Zinger Burger,150.0,Chicken,606,34,22,31,Pune,Maharashtra,September,3.8,4.04,0.22666666666666666,15
KFC,Chizza,279.0,Other,335,9,38,49,Pune,Maharashtra,January,4.4,1.200716845878136,0.03225806451612903,-69
McDonalds,2 American Cheese Supreme Chicken + Chicken Mcnuggets 6 Pc + 2 Fries Large + Coke Medium,602.0,Chicken,280,24,40,66,Chandigarh,Punjab,December,4.0,0.46511627906976744,0.03986710963455149,-58
McDonalds,Big Spicy Paneer Wrap Meal Regular,279.0,Other,625,31,40,68,Ahmedabad,Gujarat,March,4.6,2.240143369175627,0.1111111111111111,-46
Burger King,Chicken Keema Fries,129.0,Chicken,447,5,21,60,Pune,Maharashtra,February,4.6,3.4651162790697674,0.03875968992248062,-71
McDonalds,Mcveggie Burger,118.0,Burger,290,16,8,63,Bangalore,Karnataka,March,4.4,2.457627118644068,0.13559322033898305,-39
Burger King,2 Crispy Chicken Supreme + 2 Grill + 2 Fries M + Spicy Sticks + 4 Pepsi,833.0,Chicken,601,16,37,64,Indore,Madhya Pradesh,September,4.3,0.7214885954381752,0.01920768307322929,-69
McDonalds,Mcsaver Chatpata Naan - Kebab Meal,190.0,Other,527,14,19,30,Delhi,Delhi,November,3.9,2.7736842105263158,0.07368421052631578,-21
McDonalds,Mixed Berry Smoothie,229.0,Other,544,6,29,40,Delhi,Delhi,May,4.1,2.3755458515283845,0.026200873362445413,-57
Burger King,Veg Feast Combo For 3,495.0,Other,638,31,33,71,Indore,Madhya Pradesh,April,4.2,1.288888888888889,0.06262626262626263,-42
KFC,Large Popcorn,220.0,Other,381,12,37,43,Ahmedabad,Gujarat,October,4.3,1.731818181818182,0.05454545454545454,-56
KFC,Buddy Meal,450.0,Other,223,30,26,59,Hyderabad,Telangana,April,3.7,0.4955555555555556,0.06666666666666667,-25
Burger King,Mutton Whopper,219.0,Burger,553,33,9,53,Chennai,Tamil Nadu,February,4.0,2.5251141552511416,0.1506849315068493,4
McDonalds,Choco Hazelnut Shake,192.0,Other,610,17,5,64,Bangalore,Karnataka,June,3.6,3.1770833333333335,0.08854166666666667,-35
KFC,Chizza,279.0,Other,229,22,33,55,Chandigarh,Punjab,May,4.1,0.8207885304659498,0.07885304659498207,-44
Burger King,Regular Fries,70.0,Fries,233,13,25,24,Bhopal,Madhya Pradesh,November,3.9,3.3285714285714287,0.18571428571428572,-23
KFC,7Up Can 330Ml,60.0,Other,271,26,16,32,Jaipur,Rajasthan,March,4.2,4.516666666666667,0.43333333333333335,4
McDonalds,Chicken Mcnuggets Piri Piri 6 Pcs Meal Medium,280.0,Chicken,696,25,39,63,Indore,Madhya Pradesh,September,4.4,2.4857142857142858,0.08928571428571429,-52
Burger King,Veg Whopper,139.0,Burger,356,22,20,40,Chennai,Tamil Nadu,May,4.7,2.5611510791366907,0.15827338129496402,-16
McDonalds,Mcchicken + Mcveggie + Fries Large + 2 Veg Pizza Mcpuff + Coke Medium,380.0,Fries,563,33,34,22,Lucknow,Uttar Pradesh,April,4.3,1.481578947368421,0.0868421052631579,10
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,573,6,10,35,Chandigarh,Punjab,April,3.9,2.9689119170984455,0.031088082901554404,-33
McDonalds,Mcaloo Tikki Meal Regular,138.0,Other,563,20,15,41,Kolkata,West Bengal,October,3.9,4.079710144927536,0.14492753623188406,-16
McDonalds,American Cheese Supreme - Veg Meal Regular,207.0,Other,696,33,11,24,Mumbai,Maharashtra,June,3.9,3.36231884057971,0.15942028985507245,31
McDonalds,Chicken Maharaja Mac,194.0,Chicken,662,19,16,77,Hyderabad,Telangana,March,4.1,3.4123711340206184,0.0979381443298969,-55
McDonalds,Mccafe-Lemon Ice Tea Regular,138.0,Other,610,27,21,43,Hyderabad,Telangana,February,4.5,4.420289855072464,0.1956521739130435,-10
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,477,10,18,65,Kolkata,West Bengal,February,3.9,2.471502590673575,0.05181347150259067,-63
Burger King,Veg Masala Whopper,189.0,Burger,393,34,39,73,Ahmedabad,Gujarat,June,3.9,2.0793650793650795,0.17989417989417988,-44
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,666,30,10,22,Bhopal,Madhya Pradesh,August,3.8,4.136645962732919,0.18633540372670807,28
Burger King,Veg Whopper,139.0,Burger,248,15,34,42,Hyderabad,Telangana,June,3.8,1.7841726618705036,0.1079136690647482,-46
KFC,Veg Zinger & Fries Combo,225.0,Fries,293,15,16,45,Kolkata,West Bengal,February,4.5,1.3022222222222222,0.06666666666666667,-31
KFC,Classic Chicken Zinger Combo Large,325.0,Chicken,482,25,39,59,Pune,Maharashtra,November,4.3,1.4830769230769232,0.07692307692307693,-48
KFC,Medium Fries,95.0,Fries,356,18,37,22,Ahmedabad,Gujarat,September,4.2,3.7473684210526317,0.18947368421052632,-23
McDonalds,Chicken Mcnuggets Piri Piri - 6 Pc,161.0,Chicken,636,6,15,44,Chennai,Tamil Nadu,October,4.0,3.950310559006211,0.037267080745341616,-47
McDonalds,Sharing Pack 3 Mckebab Chicken Burger,480.0,Chicken,687,22,9,22,Hyderabad,Telangana,February,4.3,1.43125,0.04583333333333333,13
McDonalds,Schweppes Water,50.0,Other,335,27,13,58,Lucknow,Uttar Pradesh,March,4.3,6.7,0.54,-17
McDonalds,Soft Serve Cone,23.0,Other,513,5,17,51,Bhopal,Madhya Pradesh,March,4.6,22.304347826086957,0.21739130434782608,-58
McDonalds,Mcsaver Big Spicy Chicken Wrap Meal,310.0,Chicken,451,18,15,27,Gurgaon,Haryana,November,4.0,1.4548387096774194,0.05806451612903226,-6
McDonalds,Sharing Pack 3 Mcchicken,546.0,Other,234,21,39,32,Ahmedabad,Gujarat,September,3.9,0.42857142857142855,0.038461538461538464,-29
Burger King,Chicken Masala Whopper,199.0,Chicken,250,35,40,30,Indore,Madhya Pradesh,April,4.3,1.256281407035176,0.17587939698492464,0
KFC,Large Popcorn,220.0,Other,284,24,26,29,Chennai,Tamil Nadu,December,3.6,1.290909090909091,0.10909090909090909,-7
KFC,Classic Chicken Zinger-Fries & Drinks Meal,295.0,Chicken,682,16,27,54,Gurgaon,Haryana,June,4.7,2.311864406779661,0.05423728813559322,-49
McDonalds,American Cheese Supreme - Chicken Happy Meal,196.0,Chicken,650,6,20,44,Lucknow,Uttar Pradesh,July,3.7,3.316326530612245,0.030612244897959183,-52
Burger King,Chicken Whopper,149.0,Chicken,447,18,17,69,Ahmedabad,Gujarat,February,3.8,3.0,0.12080536912751678,-50
McDonalds,Sharing Pack 2 Mexican Mcaloo Tikki,274.0,Other,511,20,26,42,Hyderabad,Telangana,May,4.6,1.864963503649635,0.072992700729927,-28
McDonalds,Soft Serve Cone,23.0,Other,200,34,34,41,Jaipur,Rajasthan,February,4.5,8.695652173913043,1.4782608695652173,-7
KFC,10 Pc Chicken Strips & Dips Bucket,449.0,Chicken,261,8,21,27,Pune,Maharashtra,September,4.5,0.5812917594654788,0.017817371937639197,-32
Burger King,Crispy Chicken,75.0,Chicken,353,32,26,31,Pune,Maharashtra,January,3.7,4.706666666666667,0.4266666666666667,7
KFC,Friendship Bucket,650.0,Other,252,30,40,26,Gurgaon,Haryana,April,4.3,0.38769230769230767,0.046153846153846156,-6
McDonalds,Mccafe-Chocolate Frappe Regular,216.0,Other,595,22,29,63,Gurgaon,Haryana,March,3.9,2.7546296296296298,0.10185185185185185,-48
Burger King,Black Currant Smoothie,169.0,Other,600,13,14,49,Kolkata,West Bengal,October,4.8,3.5502958579881656,0.07692307692307693,-37
KFC,Stay Home Bucket,749.0,Other,326,8,34,53,Delhi,Delhi,November,4.4,0.43524699599465955,0.010680907877169559,-71
McDonalds,Mcsaver Chatpata Naan - Kebab Meal,190.0,Other,349,9,13,45,Bangalore,Karnataka,June,4.4,1.8368421052631578,0.04736842105263158,-40
McDonalds,Chatpata Naan - Aloo Meal Large,196.0,Other,558,5,24,75,Lucknow,Uttar Pradesh,June,3.6,2.8469387755102042,0.025510204081632654,-89
KFC,2 Popcorn Rice Bowls With 8 Hot Wings,499.0,Other,600,13,32,76,Bhopal,Madhya Pradesh,April,4.3,1.2024048096192386,0.026052104208416832,-82
Burger King,Cheesy Fries,99.0,Fries,325,9,35,26,Kolkata,West Bengal,September,4.7,3.282828282828283,0.09090909090909091,-43
McDonalds,Choco Hazelnut Shake,192.0,Other,264,9,7,45,Kolkata,West Bengal,June,3.7,1.375,0.046875,-34
McDonalds,Chicken Mcwings - 4 Pcs,128.0,Chicken,386,12,39,26,Delhi,Delhi,November,3.8,3.015625,0.09375,-41
McDonalds,Veg Pizza Mcpuff,41.0,Other,261,5,19,25,Bhopal,Madhya Pradesh,April,4.2,6.365853658536586,0.12195121951219512,-34
Burger King,Strawberry Thick Shake,139.0,Other,204,13,9,33,Chennai,Tamil Nadu,October,4.3,1.4676258992805755,0.09352517985611511,-16
McDonalds,Chatpata Naan - Kebab,76.0,Other,574,29,21,51,Delhi,Delhi,June,4.1,7.552631578947368,0.3815789473684211,-14
McDonalds,Big Spicy Paneer Wrap Meal Large,323.0,Other,264,31,14,40,Lucknow,Uttar Pradesh,February,3.8,0.8173374613003096,0.09597523219814241,8
McDonalds,American Cheese Supreme - Veg,118.0,Other,296,18,33,39,Bangalore,Karnataka,March,3.6,2.5084745762711864,0.15254237288135594,-36
McDonalds,Sharing Pack 3 Mexican Mcaloo Tikki,413.0,Other,602,6,36,38,Hyderabad,Telangana,November,4.0,1.4576271186440677,0.014527845036319613,-62
McDonalds,Veg Maharaja Mac,184.0,Other,577,26,34,35,Mumbai,Maharashtra,April,4.1,3.135869565217391,0.14130434782608695,-17
McDonalds,Big Spicy Paneer Wrap Meal Large,323.0,Other,524,20,10,27,Indore,Madhya Pradesh,February,4.8,1.6222910216718267,0.06191950464396285,3
Burger King,2 Crispy Chicken Supreme + 2 Grill + 2 Fries M + Spicy Sticks + 4 Pepsi,833.0,Chicken,261,16,5,56,Mumbai,Maharashtra,February,4.5,0.3133253301320528,0.01920768307322929,-29
McDonalds,Chicken Mcnuggets Piri Piri 9 Pcs Meal Medium,313.0,Chicken,477,31,28,49,Bhopal,Madhya Pradesh,October,4.0,1.523961661341853,0.09904153354632587,-15
McDonalds,Masala Wedges Medium Happy Meal,175.0,Other,233,10,9,64,Mumbai,Maharashtra,May,4.7,1.3314285714285714,0.05714285714285714,-53
McDonalds,2 Mcspicy Chicken + 2 Fries Large + 2 Chocolate Shakes,845.0,Chicken,552,29,8,78,Chandigarh,Punjab,September,4.8,0.6532544378698225,0.03431952662721893,-28
McDonalds,Mcaloo Tikki Meal Large,182.0,Other,552,10,32,30,Ahmedabad,Gujarat,September,4.8,3.032967032967033,0.054945054945054944,-42
Burger King,Chicken Everyday Mean Combo For 2,358.0,Chicken,324,8,31,45,Gurgaon,Haryana,November,3.7,0.9050279329608939,0.0223463687150838,-60
McDonalds,Mcsaver Mcchicken Meal,229.0,Other,433,22,38,76,Lucknow,Uttar Pradesh,July,3.9,1.8908296943231442,0.09606986899563319,-70
KFC,Large Popcorn With Medium Fries,299.0,Fries,514,11,40,60,Delhi,Delhi,June,3.8,1.7190635451505016,0.03678929765886288,-78
KFC,2 Pc Hot & Crispy Chicken,200.0,Chicken,525,31,12,56,Bangalore,Karnataka,March,3.6,2.625,0.155,-6
McDonalds,Mccafe-Strawberry Ice Tea Regular,138.0,Other,273,30,38,39,Chennai,Tamil Nadu,February,4.5,1.9782608695652173,0.21739130434782608,-17
McDonalds,Strawberry Shake,138.0,Other,610,17,19,48,Hyderabad,Telangana,November,4.1,4.420289855072464,0.12318840579710146,-33
McDonalds,Chicken Mcwings - 12 Pcs,364.0,Chicken,301,19,29,73,Delhi,Delhi,November,3.7,0.8269230769230769,0.0521978021978022,-64
McDonalds,Strawberry Sundae Regular,38.0,Other,693,18,30,76,Mumbai,Maharashtra,February,4.1,18.236842105263158,0.47368421052631576,-70
McDonalds,2 American Cheese Supreme Chicken + Chicken Mcnuggets 6 Pc + 2 Fries Large + Coke Medium,602.0,Chicken,288,35,27,53,Pune,Maharashtra,November,3.8,0.47840531561461797,0.05813953488372093,-10
Burger King,Chicken Double Whopper,219.0,Chicken,298,17,12,23,Lucknow,Uttar Pradesh,February,4.1,1.360730593607306,0.0776255707762557,-1
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Chocolate Shakes,770.0,Fries,530,20,19,45,Noida,Uttar Pradesh,February,4.8,0.6883116883116883,0.025974025974025976,-24
McDonalds,Oreo Cookie & Cream Shake,192.0,Other,310,32,12,25,Ahmedabad,Gujarat,August,4.6,1.6145833333333333,0.16666666666666666,27
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,205,21,35,26,Lucknow,Uttar Pradesh,February,3.6,1.2893081761006289,0.1320754716981132,-19
Burger King,Veg Double Whopper,199.0,Burger,535,24,12,49,Bhopal,Madhya Pradesh,February,3.8,2.6884422110552766,0.12060301507537688,-13
KFC,Friendship Bucket,650.0,Other,338,18,16,73,Chandigarh,Punjab,July,4.3,0.52,0.027692307692307693,-53
McDonalds,Chatpata Naan - Kebab,76.0,Other,323,26,11,49,Lucknow,Uttar Pradesh,March,3.9,4.25,0.34210526315789475,-8
Burger King,Cold Coffee,99.0,Other,618,7,23,43,Kolkata,West Bengal,April,4.5,6.242424242424242,0.0707070707070707,-52
Burger King,Strawberry Thick Shake,139.0,Other,376,22,8,41,Gurgaon,Haryana,April,4.6,2.7050359712230216,0.15827338129496402,-5
McDonalds,Veg Pizza Mcpuff,41.0,Other,238,10,9,25,Ahmedabad,Gujarat,February,4.8,5.804878048780488,0.24390243902439024,-14
KFC,Popcorn Rice Duo,210.0,Other,607,14,35,33,Chennai,Tamil Nadu,September,3.9,2.8904761904761904,0.06666666666666667,-40
McDonalds,Mcchicken Meal Regular,207.0,Other,342,28,25,80,Hyderabad,Telangana,February,3.7,1.6521739130434783,0.13526570048309178,-49
Burger King,Veg Double Whopper,199.0,Burger,394,29,7,66,Bhopal,Madhya Pradesh,August,3.6,1.979899497487437,0.1457286432160804,-15
Burger King,Mutton Whopper Combo - King,388.0,Burger,660,31,17,35,Indore,Madhya Pradesh,September,3.9,1.7010309278350515,0.07989690721649484,10
McDonalds,Big Spicy Paneer Wrap Meal Regular,279.0,Other,505,13,20,65,Delhi,Delhi,April,3.5,1.810035842293907,0.04659498207885305,-59
McDonalds,Masala Wedges Large Happy Meal,192.0,Other,659,28,7,25,Bangalore,Karnataka,October,4.4,3.4322916666666665,0.14583333333333334,24
McDonalds,Mcsaver Salad Wrap Meal,242.0,Other,326,33,13,70,Bhopal,Madhya Pradesh,February,3.9,1.3471074380165289,0.13636363636363635,-17
McDonalds,Mccafe-Classic Coffee Regular,177.0,Other,507,9,40,35,Hyderabad,Telangana,December,4.1,2.864406779661017,0.05084745762711865,-57
McDonalds,Chicken Mcnuggets 6 Pcs Meal Large,274.0,Chicken,650,18,32,49,Gurgaon,Haryana,April,4.8,2.372262773722628,0.06569343065693431,-45
Burger King,Veg Delight Combo For 2,544.0,Other,617,14,9,76,Indore,Madhya Pradesh,September,4.7,1.1341911764705883,0.025735294117647058,-57
McDonalds,Piri Piri Spice Mix,22.0,Other,538,32,23,52,Delhi,Delhi,September,4.0,24.454545454545453,1.4545454545454546,-11
KFC,Pepsi Black Can 330Ml,60.0,Other,450,31,31,34,Noida,Uttar Pradesh,March,4.0,7.5,0.5166666666666667,-3
McDonalds,Mcsaver Mcspicy Chicken Meal,275.0,Chicken,555,26,13,25,Chandigarh,Punjab,April,3.8,2.018181818181818,0.09454545454545454,14
McDonalds,Chicken Mcnuggets - 6 Pcs,137.0,Chicken,592,30,20,49,Ahmedabad,Gujarat,November,3.8,4.321167883211679,0.21897810218978103,-9
McDonalds,Chocolate Shake,138.0,Other,523,22,8,54,Jaipur,Rajasthan,July,3.5,3.789855072463768,0.15942028985507245,-18
McDonalds,Chicken Mcnuggets 6 Pcs Meal Large,274.0,Chicken,461,17,23,79,Ahmedabad,Gujarat,October,4.5,1.6824817518248176,0.06204379562043796,-68
KFC,4 Pc Veg Strips,140.0,Other,432,16,31,67,Chandigarh,Punjab,September,4.6,3.085714285714286,0.11428571428571428,-66
McDonalds,American Cheese Supreme - Chicken Meal Large,267.0,Chicken,544,29,19,53,Gurgaon,Haryana,April,4.3,2.0374531835205993,0.10861423220973783,-14
KFC,Solo Bucket,349.0,Other,230,14,37,28,Mumbai,Maharashtra,February,3.8,0.6590257879656161,0.04011461318051576,-37
KFC,Solo Bucket,349.0,Other,684,33,29,70,Kolkata,West Bengal,January,4.6,1.9598853868194843,0.09455587392550144,-33
McDonalds,Mcspicy Paneer + Mcspicy Chicken + 2 Fries Large + Coke Medium,606.0,Chicken,590,17,5,66,Chandigarh,Punjab,March,3.7,0.9735973597359736,0.028052805280528052,-37
McDonalds,Mcspicy Chicken + American Cheese Supreme + Mcchicken + Chicken Maharaja + 3 Fries Large,913.0,Chicken,486,6,29,44,Bangalore,Karnataka,June,3.6,0.5323110624315444,0.0065717415115005475,-61
McDonalds,Sharing Pack 3 Mckebab Chicken Burger,480.0,Chicken,400,18,22,31,Mumbai,Maharashtra,March,4.1,0.8333333333333334,0.0375,-17
KFC,Classic Chicken Zinger Combo,275.0,Chicken,539,9,30,47,Chandigarh,Punjab,December,4.6,1.96,0.03272727272727273,-59
McDonalds,Fries Regular,62.0,Fries,335,30,13,59,Noida,Uttar Pradesh,June,4.7,5.403225806451613,0.4838709677419355,-12
McDonalds,Veg Maharaja Mac,184.0,Other,649,20,38,54,Noida,Uttar Pradesh,March,4.3,3.527173913043478,0.10869565217391304,-52
KFC,Chicken & Fries Bucket,199.0,Chicken,524,32,16,31,Bhopal,Madhya Pradesh,March,3.5,2.6331658291457285,0.16080402010050251,17
KFC,Stay Home Bucket,749.0,Other,410,13,16,35,Lucknow,Uttar Pradesh,December,3.7,0.5473965287049399,0.017356475300400534,-25
KFC,6 Pc Hot & Crispy Chicken,499.0,Chicken,413,26,33,44,Indore,Madhya Pradesh,December,3.7,0.8276553106212425,0.052104208416833664,-25
Burger King,Black Currant Smoothie,169.0,Other,294,11,20,31,Delhi,Delhi,September,4.4,1.7396449704142012,0.0650887573964497,-29
KFC,6 Pc Hot & Crispy Chicken,499.0,Chicken,402,20,6,43,Ahmedabad,Gujarat,January,4.4,0.8056112224448898,0.04008016032064128,-9
KFC,5 Pc Leg Piece Bucket & 2 Dips,350.0,Other,301,5,23,67,Chandigarh,Punjab,April,4.7,0.86,0.014285714285714285,-80
KFC,Mingles Bucket,299.0,Other,314,31,30,65,Indore,Madhya Pradesh,June,3.7,1.0501672240802675,0.10367892976588629,-33
McDonalds,Mcsaver American Cheese Supreme - Veg Meal,239.0,Other,605,11,15,49,Bhopal,Madhya Pradesh,November,4.7,2.5313807531380754,0.04602510460251046,-42
McDonalds,American Cheese Supreme - Veg Meal Regular,207.0,Other,235,15,18,49,Kolkata,West Bengal,May,4.0,1.1352657004830917,0.07246376811594203,-37
Burger King,King Fries,90.0,Fries,506,17,24,37,Pune,Maharashtra,August,3.6,5.622222222222222,0.18888888888888888,-27
McDonalds,Veg Maharaja Mac Meal Regular,279.0,Other,215,17,33,79,Delhi,Delhi,January,4.2,0.7706093189964157,0.06093189964157706,-78
KFC,4 Pc Hot Chicken Wings,150.0,Chicken,247,10,35,31,Indore,Madhya Pradesh,March,4.5,1.6466666666666667,0.06666666666666667,-46
Burger King,1 Chicken Tandoor Grill + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,575.0,Chicken,479,27,25,58,Ahmedabad,Gujarat,February,4.3,0.8330434782608696,0.04695652173913043,-29
McDonalds,Chicken Maharaja Mac Meal Large,333.0,Chicken,534,7,32,70,Gurgaon,Haryana,February,4.3,1.6036036036036037,0.021021021021021023,-88
KFC,Pepsi Can 330Ml,60.0,Other,307,20,18,28,Gurgaon,Haryana,June,3.6,5.116666666666666,0.3333333333333333,-6
McDonalds,Mcveggie Meal Large,236.0,Other,638,17,40,77,Bhopal,Madhya Pradesh,May,3.9,2.7033898305084745,0.07203389830508475,-83
Burger King,1 Fiery Chicken + 1 Chicken Chilli Cheese + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,565.0,Chicken,428,35,33,45,Mumbai,Maharashtra,November,4.0,0.7575221238938054,0.061946902654867256,-8
KFC,Mingles Bucket,299.0,Other,562,28,6,71,Delhi,Delhi,October,3.9,1.879598662207358,0.09364548494983277,-21
Burger King,Mutton Whopper,219.0,Burger,590,31,24,55,Ahmedabad,Gujarat,November,3.7,2.6940639269406392,0.1415525114155251,-17
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,492,34,34,46,Bangalore,Karnataka,October,4.4,3.0943396226415096,0.2138364779874214,-12
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,611,12,22,44,Ahmedabad,Gujarat,February,3.9,3.1658031088082903,0.06217616580310881,-42
McDonalds,Mccafe-Chocolate Frappe Regular,216.0,Other,294,7,39,22,Kolkata,West Bengal,October,4.6,1.3611111111111112,0.032407407407407406,-47
